column,run,charge_ave,charge_ave_err,IPM2C21A_corr3,IPM2C24A_corr3,IPM2H01_corr3
330,18704,0.833975982,0.002093816,0.836922666,0.832755409,0.832249872
331,18705,0.840634099,0.002058912,0.843544322,0.839260385,0.83909759
332,18707,0.001461763,9.86279E-06,0.001474797,0.001459546,0.001450945
333,18708,0.875483865,0.002240365,0.878650784,0.873983013,0.873817798
334,18709,0.411608518,0.001093072,0.413140658,0.411020267,0.410664629
335,18711,0.871769185,0.002370537,0.875120729,0.870160733,0.870026092
336,18712,0.801875982,0.00186246,0.804498289,0.80077875,0.800350906
337,18713,0.338178358,0.000840156,0.33936483,0.33763995,0.337530294
338,18714,0.760534103,0.00199792,0.763343,0.759394422,0.758864888
339,18715,0.871565657,0.002439467,0.87495922,0.870406737,0.869331012
340,18716,0.873773857,0.002447733,0.877233782,0.872137591,0.871950197
341,18717,0.507866486,0.001377127,0.509806799,0.507041619,0.50675104
342,18718,0.88220889,0.00238585,0.885548443,0.880956201,0.880122027
343,18719,0.875497753,0.002366341,0.878836046,0.874031603,0.873625611
344,18720,0.049807006,0.000182724,0.050052683,0.049753553,0.049614782
345,18721,0.868283039,0.002410202,0.871683041,0.86679185,0.866374226
346,18723,0.052466931,0.000111878,0.05261756,0.052349686,0.052433546
347,18724,0.092699522,0.000317348,0.093146399,0.092512014,0.092440154
348,18725,0.519269643,0.001435493,0.521281205,0.518500875,0.518026849
349,18726,0.010909477,2.55855E-05,0.010937103,0.010875427,0.010915899
350,18727,0.577278799,0.001630109,0.579584106,0.57613338,0.576118912
351,18728,0.203436031,0.000688143,0.204409194,0.202944258,0.20295464
352,18729,0.592757596,0.001614853,0.595008477,0.591966482,0.591297829
353,18730,0.882562102,0.002367528,0.885906388,0.881029955,0.880749963
354,18731,0.112113036,0.000297077,0.112533127,0.111907933,0.111898048
355,18732,0.063006983,0.000162032,0.063235791,0.06288179,0.062903367
359,18736,0.866117965,0.002536599,0.86970119,0.864474275,0.864178432
360,18737,0.020030196,6.07316E-05,0.020111232,0.020014324,0.019965033
361,18738,0.006558664,1.78614E-05,0.006583924,0.006545953,0.006546116
362,18739,0.017026188,7.11924E-05,0.017124052,0.016956775,0.016997737
363,18740,0.867142237,0.003309886,0.871818186,0.864618132,0.864990394
364,18741,0.531255538,0.001453469,0.533297595,0.53043788,0.53003114
365,18742,0.034012117,0.00012732,0.034190595,0.033902269,0.033943485
366,18743,0.878006035,0.002820497,0.88199226,0.876136648,0.875889197
367,18744,0.594205339,0.001970165,0.596972942,0.593100116,0.592542959
368,18745,0.871105369,0.002691435,0.87489053,0.869559418,0.868866159
369,18746,0.868976504,0.002603479,0.872654454,0.867284725,0.866990332
370,18747,0.607893305,0.001731385,0.610334535,0.606836519,0.606508861
371,18748,0.009014363,2.46968E-05,0.009049265,0.008995771,0.008998053
372,18749,0.673859952,0.001918024,0.67657203,0.67254519,0.672462637
373,18750,0.512973932,0.001555909,0.51512064,0.512318922,0.511482233
374,18751,0.400380502,0.001010345,0.40180443,0.399565996,0.399771079
375,18752,0.872330451,0.002547996,0.875933581,0.870567809,0.870489962
376,18753,0.866955182,0.002490521,0.87047723,0.865214819,0.865173496
377,18754,0.864326771,0.002450556,0.867792366,0.862585572,0.862602373
378,18755,0.458816089,0.001349461,0.460724314,0.457837991,0.457885962
379,18756,0.305314544,0.000759188,0.306386952,0.30473356,0.304823121
380,18758,0.308238744,0.00058518,0.3090362,0.307648437,0.308031595
381,18760,0.307641907,0.000565733,0.30841185,0.307068599,0.307445272
382,18761,0.141273018,0.000229373,0.14156351,0.141002757,0.141252786
383,18762,0.262791658,0.000437254,0.263368134,0.262309658,0.262697182
384,18764,0.282269415,0.000219999,0.282573744,0.282061237,0.282173264
385,18765,0.055336435,0.000121432,0.055449464,0.055167953,0.05539189
386,18766,0.145719576,0.000351215,0.145986652,0.145223366,0.145948711
387,18767,0.282985363,0.000355272,0.283302681,0.282489348,0.283164059
388,18768,0.284213858,0.000505637,0.284660265,0.283506875,0.284474433
389,18769,0.287869904,0.000664875,0.288431093,0.286935943,0.288242676
390,18770,0.284637246,0.000718941,0.2852428,0.283627156,0.285041783
391,18771,0.09565723,4.11942E-05,0.095715232,0.095623513,0.095632945
392,18772,0.28395258,0.000450382,0.284296988,0.283316368,0.284244384
393,18773,0.280417403,0.000891587,0.281451688,0.279275696,0.280524824
394,18774,0.285385957,0.000338492,0.285750117,0.284934794,0.285472958
395,18775,0.279160035,0.00064117,0.279835826,0.278298567,0.279345713
396,18776,0.280456838,0.000366149,0.280667585,0.279941847,0.280761084
397,18777,0.28212898,0.000550467,0.282582696,0.281354284,0.28244996
398,18778,0.264316782,0.000433174,0.264703807,0.26371203,0.264534508
399,18779,0.281476517,0.000637631,0.282091658,0.280597929,0.281739962
400,18780,0.275941838,0.00055708,0.276648154,0.275286445,0.275890914
401,18781,0.008993542,2.11069E-05,0.009002702,0.008964359,0.009013566
402,18782,0.159076612,0.000349598,0.15944681,0.158607711,0.159175316
403,18783,0.29320495,0.00059603,0.293927369,0.292467629,0.293219853
404,18784,0.282956072,0.000545637,0.283687218,0.282376845,0.282804153
405,18785,0.192941946,0.000413135,0.193524091,0.192607851,0.192693896
406,18786,0.283967467,0.000541917,0.284726568,0.283496619,0.283679215
407,18787,0.280668282,0.000555094,0.28143017,0.280123512,0.280451164
408,18788,0.303445092,0.000450873,0.304081322,0.303163554,0.303090401
409,18789,0.121589385,0.000219301,0.121892678,0.121381621,0.121493856
410,18790,0.260221945,0.000511157,0.260939208,0.259785387,0.259941239
411,18793,0.009196517,0.001712755,0.010909271,0.007483762,
412,18796,0.302953285,0.000598353,0.303797797,0.302577277,0.302484781
414,18798,0.000344928,1.7568E-05,0.000358808,0.000355833,0.000320142
415,18799,0.139992699,0.000241004,0.140193514,0.139653798,0.140130784
416,18800,0.028507818,4.06413E-05,0.028561597,0.028463366,0.02849849
417,18801,0.307454789,0.000457555,0.30808829,0.307023836,0.30725224
418,18802,0.308425591,0.000544448,0.309161587,0.307861715,0.308253473
419,18803,0.309768761,0.00042054,0.3103419,0.309344663,0.30961972
420,18804,0.204611167,0.000362767,0.20511465,0.20427411,0.204444741
421,18805,0.308332821,0.000491546,0.308980446,0.307790231,0.308227787
422,18807,0.121746468,0.000181345,0.1219864,0.121548058,0.121704945
423,18808,0.309039574,0.000352707,0.309533894,0.308734635,0.308850193
424,18809,0.309433726,0.000423522,0.309982588,0.308951645,0.309366945
425,18810,0.309431106,0.000394826,0.309912742,0.308945641,0.309434935
426,18811,0.002263073,5.59182E-06,0.00226221,0.002256696,0.002270312
427,18812,0.311541426,0.000409552,0.312055865,0.311053742,0.311514672
428,18813,0.308599214,0.000426257,0.309150509,0.308112385,0.308534749
429,18814,0.309131203,0.000389497,0.309660222,0.30873378,0.308999607
430,18816,0.056640892,5.82394E-05,0.056713081,0.056570457,0.056639139
432,18821,0.312225748,0.000176461,0.312231242,0.312439067,0.312006933
433,18822,0.307727552,0.000143826,0.307895648,0.307742683,0.307544325
434,18823,0.326574027,0.000194591,0.32679425,0.32660683,0.326321
435,18824,0.009068578,9.51226E-06,0.009063929,0.009081835,0.00905997
436,18825,0.307579657,0.00020829,0.307638674,0.307300219,0.307800079
437,18826,0.326233115,0.000325947,0.326500689,0.32642439,0.325774265
438,18827,0.30528374,6.02175E-05,0.305360051,0.305212847,0.305278323
439,18828,0.307009488,0.000182796,0.307249061,0.306973815,0.306805588
440,18831,0.048047967,2.03909E-05,0.048031123,0.048076659,0.048036118
441,18832,0.14034691,2.43208E-05,0.140381245,0.140331507,0.140327979
442,18833,0.306676354,0.000180979,0.306474888,0.306913794,0.30664038
443,18834,0.307545579,0.000122477,0.307717013,0.307438438,0.307481287
444,18835,0.306179133,0.00027175,0.30655174,0.30607435,0.305911311
445,18836,0.023077337,2.34454E-05,0.023075378,0.02310698,0.023049651
446,18837,0.066913182,7.28123E-05,0.067002286,0.066823933,0.066913328
447,18838,0.309520164,0.000374948,0.309989833,0.30907217,0.309498488
448,18839,0.027657723,4.20101E-05,0.02771317,0.02761152,0.027648479
449,18840,0.307674878,0.000413567,0.308245969,0.307280024,0.307498642
450,18841,0.307371019,0.000373395,0.307853172,0.306943442,0.307316444
451,18843,0.300433437,0.000304862,0.300846856,0.300120781,0.300332674
452,18844,0.306470044,0.000294295,0.306856545,0.306143088,0.3064105
453,18845,0.00226248,4.56488E-06,0.002261443,0.002268516,0.00225748
454,18846,0.305567195,0.000377636,0.306063275,0.305147859,0.305490451
455,18847,0.053722379,6.09014E-05,0.053805929,0.053662493,0.053698714
456,18849,0.114178446,0.000122215,0.114331277,0.114032124,0.114171938
457,18850,0.304888779,0.000309337,0.305307368,0.304569387,0.304789582
458,18851,0.278845495,0.000228118,0.278992719,0.278523286,0.27902048
459,18852,0.281114361,0.000432647,0.281107183,0.280588105,0.281647796
460,18853,0.054206235,4.70864E-05,0.054169341,0.054176673,0.05427269
461,18854,0.129841942,0.000164481,0.129840519,0.12964121,0.130044097
462,18855,0.01906473,3.09174E-05,0.019056252,0.019031821,0.019106116
463,18856,0.27630575,0.000440832,0.276451504,0.275707929,0.276757816
464,18857,0.277764724,0.000392932,0.277835785,0.277251903,0.278206485
465,18858,0.279372002,0.00054537,0.279525669,0.278640621,0.279949715
466,18859,0.007842228,3.02375E-05,0.007830138,0.007812751,0.007883796
467,18860,0.001415125,1.14131E-05,0.001410207,0.001430898,0.001404271
468,18861,0.021622821,2.53297E-05,0.021615669,0.021595999,0.021656794
469,18862,0.003747226,8.78735E-07,0.003746316,0.003746947,0.003748414
470,18863,0.005939383,1.62366E-05,0.00591704,0.00594597,0.005955139
471,18864,0.286091061,0.000419065,0.286243992,0.28551873,0.28651046
472,18865,0.13072159,0.000141714,0.13064089,0.130603069,0.130920811
473,18867,0.278777322,7.52589E-05,0.278770618,0.278688685,0.278872665
474,18868,0.275540005,0.000154968,0.275488365,0.275381373,0.275750276
475,18869,0.086348516,0.000122867,0.086323809,0.086211918,0.086509821
476,18870,0.005978679,6.53956E-06,0.005969437,0.005983594,0.005983007
477,18871,0.06957881,3.60677E-05,0.069591652,0.069529639,0.069615141
478,18872,0.283827709,0.000490242,0.283971747,0.283168369,0.28434301
479,18873,0.279896475,0.000190696,0.279825428,0.279706695,0.280157302
480,18874,0.003581386,1.54067E-05,0.003592194,0.003559598,0.003592366
481,18875,0.287305109,0.000556073,0.288088066,0.286849911,0.286977352
482,18876,0.412841234,0.000795606,0.413965172,0.412324625,0.412233906
483,18877,0.629889437,0.001219992,0.631614307,0.628992546,0.629061458
484,18878,0.849793838,0.001649964,0.852126441,0.848680392,0.848574682
485,18879,0.861943979,0.001698395,0.864342511,0.860634704,0.860854723
486,18880,0.852433875,0.001658538,0.854778182,0.851196231,0.851327212
487,18881,0.135693393,0.000123546,0.135868004,0.135611454,0.135600721
488,18882,0.404606722,0.000641368,0.405513719,0.404160097,0.404146349
489,18883,0.100744135,9.55826E-05,0.10087859,0.100664851,0.100688963
490,18884,0.848334326,0.001603551,0.850600603,0.847130114,0.847272259
491,18885,0.851198395,0.001601825,0.853458,0.850207896,0.84992929
492,18886,0.097955765,0.000192459,0.098227494,0.097833445,0.097806357
493,18887,0.025105634,4.56776E-05,0.025169664,0.025066214,0.025081025
494,18888,0.850228333,0.001888267,0.852855566,0.849328921,0.848500511
495,18889,0.066726527,0.000185336,0.066988618,0.066597825,0.06659314
496,18890,0.578626908,0.001166294,0.580238821,0.578123713,0.577518191
497,18891,0.369794684,0.000720652,0.370792881,0.369473658,0.369117512
498,18892,0.289287654,0.000629277,0.29017683,0.288874833,0.288811299
499,18893,0.233011581,0.000808677,0.234071277,0.232109279,0.232854189
500,18894,0.047072217,9.79374E-05,0.047210639,0.04699886,0.047007153
501,18895,0.855675581,0.001533119,0.857838227,0.854728068,0.854460449
502,18896,0.853163361,0.001802515,0.855711882,0.851840413,0.851937789
503,18897,0.006759057,4.60769E-05,0.006802591,0.006695299,0.00677928
504,18899,0.018821923,3.56887E-05,0.018846678,0.018847637,0.018771455
505,18900,0.806725441,0.001806841,0.8092807,0.805448003,0.805447619
506,18901,0.028733481,6.04756E-05,0.028818846,0.028686268,0.028695328
507,18902,0.005441761,1.14993E-05,0.005458022,0.005433426,0.005433835
508,18903,0.851977414,0.002169619,0.855045511,0.850412485,0.850474245
509,18904,0.854858001,0.002224962,0.858004443,0.853260125,0.853309434
510,18905,0.436479072,0.0010609,0.437978693,0.435769488,0.435689036
511,18906,0.852381568,0.002100463,0.855347264,0.851045,0.85075244
512,18907,0.855308329,0.002077511,0.858242835,0.853716235,0.853965917
513,18908,0.85939577,0.002250446,0.86257837,0.857811639,0.8577973
514,18909,0.853335147,0.002115947,0.856325539,0.851934892,0.85174501
515,18910,0.854832498,0.002249982,0.858014309,0.853267741,0.853215443
516,18911,0.858654441,0.002234456,0.861808274,0.856906663,0.857248386
517,18912,0.8680825,0.002214153,0.8712111,0.86640593,0.866630471
518,18913,0.844213107,0.002108052,0.847190212,0.842588695,0.842860412
519,18914,0.85111702,0.002121651,0.854107599,0.84941094,0.849832521
520,18915,0.6426627,0.001663104,0.64501467,0.641493956,0.641479473
521,18916,0.786236694,0.001871926,0.788883835,0.784887775,0.784938471
522,18917,0.013185673,6.09431E-05,0.01327178,0.013139421,0.013145818
523,18918,0.055094584,0.000158838,0.055318971,0.054973311,0.05499147
524,18919,0.850576963,0.002222929,0.853719719,0.848939046,0.849072122
525,18920,0.110120617,0.000243218,0.110464419,0.109957823,0.109939608
526,18922,0.846933328,0.001670441,0.849295086,0.845706253,0.845798645
527,18923,0.860790947,0.001421897,0.862795114,0.859646836,0.85993089
528,18924,0.413028081,0.000593241,0.413865121,0.412560313,0.412658808
529,18926,0.848320956,0.00144264,0.850345308,0.84708897,0.84752859
530,18927,0.848270198,0.001293721,0.850092313,0.847215987,0.847502295
531,18928,0.476841995,0.000906835,0.478121228,0.476281107,0.476123652
532,18929,0.072204425,0.000123843,0.072379481,0.072112211,0.072121582
533,18930,0.278563301,0.000492892,0.278510428,0.277987809,0.279191665
534,18931,0.010933109,3.33316E-05,0.010935231,0.010891266,0.010972829
535,18933,0.847406713,0.001473919,0.849490272,0.846417279,0.846312588
536,18934,0.686723343,0.001068831,0.688234887,0.685972527,0.685962614
537,18935,0.850438464,0.001447827,0.852483468,0.849504124,0.8493278
538,18936,0.247774063,0.000383416,0.248315397,0.247530406,0.247476386
539,18937,0.878832592,0.001702162,0.881230652,0.877815266,0.877451859
540,18938,0.848596646,0.001516512,0.850733941,0.847681927,0.847374072
541,18939,0.00902137,4.38863E-05,0.009083426,0.008991231,0.008989453
542,18940,0.4410995,0.000826259,0.442266587,0.440565838,0.440466076
543,18941,0.60330036,0.001295454,0.605131139,0.602444053,0.602325889
544,18942,0.683728063,0.001405257,0.685710944,0.682851776,0.68262147
545,18943,0.267373425,0.000486099,0.268059898,0.266998476,0.267061903
546,18944,0.050192388,0.000102198,0.050335797,0.050105124,0.050136244
547,18945,0.867195291,0.001704877,0.869598713,0.865827505,0.866159653
548,18946,0.866697806,0.001761556,0.869188092,0.865511582,0.865393742
549,18947,0.070060311,9.9883E-05,0.070187563,0.06994358,0.070049792
550,18948,0.078879342,0.000179278,0.07913283,0.078756936,0.07874826
551,18949,0.85304265,0.001854977,0.855665982,0.851728861,0.851733106
552,18950,0.536719399,0.001084242,0.538245013,0.536089812,0.535823374
553,18951,0.692351993,0.00142198,0.694356027,0.691494623,0.691205328
554,18952,0.622786126,0.000458071,0.623391463,0.622283661,0.622683254
555,18953,0.10925462,0.000145901,0.109419825,0.109064962,0.109279073
556,18954,0.729003758,0.000342832,0.729462394,0.728638276,0.728910606
557,18955,0.016631674,8.44812E-06,0.016643185,0.016623147,0.016628689
558,18956,0.620293817,0.000672152,0.621223965,0.619998452,0.619659035
559,18957,0.034714503,1.71551E-05,0.034690242,0.03472657,0.034726696
560,18958,0.005355238,4.14485E-06,0.005349504,0.005359158,0.005357053
561,18959,0.066678223,4.84093E-05,0.066622634,0.066740624,0.06667141
562,18960,0.386663961,0.000371648,0.386264911,0.387159716,0.386567256
563,18961,0.852700702,0.0005858,0.852340049,0.853526931,0.852235127
564,18962,0.15915104,0.000220522,0.158842322,0.159343669,0.159267128
565,18965,0.598025811,0.000323363,0.597620837,0.598412262,0.598044334
566,18966,0.406242211,0.000288224,0.405914296,0.406615844,0.406196495
567,19020,0.004304585,8.97665E-06,0.004295608,0.004313561,
568,19021,0.141193201,0.000400216,0.1411256,0.140740347,0.141713656
569,19022,0.097773592,0.000371893,0.097787435,0.097311354,0.098221987
570,19023,0.128341349,0.000400569,0.12844983,0.127805593,0.128768624
571,19028,0.004105715,1.5658E-05,0.004114198,0.004083759,0.004119187
572,19029,0.109611244,0.000329707,0.109633766,0.109196649,0.110003319
573,19030,0.123720383,0.000293224,0.123747178,0.123348611,0.12406536
574,19033,0.279053331,0.000661685,0.279158945,0.278195307,0.279805741
575,19034,0.134378774,0.000343353,0.134373534,0.133960898,0.134801889
576,19035,0.275809045,0.00062468,0.275897313,0.275003666,0.276526156
577,19036,0.276550879,0.000759757,0.276585933,0.275603339,0.277463365
578,19037,0.275094819,0.000592829,0.275156233,0.274339998,0.275788226
579,19038,0.090895018,0.000236222,0.090867932,0.090620202,0.091196921
580,19039,0.264984804,0.000764763,0.265135308,0.263982026,0.265837078
581,19040,0.286145886,0.000748528,0.286221957,0.285193465,0.287022236
582,19041,0.27477323,0.000681742,0.274729746,0.273960862,0.275629083
583,19042,0.278662732,0.000777513,0.278710263,0.277687602,0.279590331
584,19043,0.017872181,2.47348E-05,0.017900812,0.017840461,0.017875269
585,19044,0.117857679,0.000245446,0.117856133,0.117557848,0.118159058
586,19045,0.17354754,0.000560723,0.173554141,0.172857521,0.174230959
587,19046,0.280087273,0.000870247,0.280076553,0.279026843,0.281158424
588,19047,0.279844503,0.000836255,0.279906296,0.278790806,0.280836407
589,19049,0.280479798,0.000775563,0.280630813,0.27946347,0.281345111
590,19052,0.285327566,0.00071431,0.28537841,0.284428406,0.286175882
591,19053,0.273136111,0.000752042,0.273296707,0.272145315,0.273966313
592,19054,0.27880999,0.000804531,0.278627552,0.277928614,0.279873804
593,19055,0.278239916,0.000887789,0.278123428,0.277215536,0.279380785
594,19056,0.144163883,0.000360946,0.143974938,0.143847687,0.144669023
595,19058,0.234343511,0.000727736,0.234191773,0.233537828,0.235300931
596,19060,1.822795546,0.001497258,1.821427708,1.822079666,1.824879263
597,19061,0.024925695,3.58453E-05,0.024966211,0.024879052,0.024931823
598,19062,0.850206514,0.001330201,0.851776746,0.84852422,0.850318575
599,19063,0.755313806,0.001007888,0.756390411,0.753966523,0.755584485
600,19065,0.848144078,0.001295366,0.849559263,0.846429064,0.848443907
601,19066,0.094972386,0.000175367,0.095099794,0.094724411,0.095092951
602,19067,0.071231317,0.00012468,0.07138761,0.071082481,0.071223859
603,19068,0.847684947,0.001266258,0.849072456,0.846010771,0.847971613
604,19070,0.830035548,0.00125122,0.831325242,0.82834149,0.830439913
605,19071,0.544179577,0.000881687,0.545191352,0.543042586,0.544304793
606,19072,0.398426273,0.000603537,0.399103163,0.39763755,0.398538107
607,19073,0.584913882,0.000755686,0.585726635,0.583906534,0.585108478
608,19074,0.215312189,0.000277013,0.215565112,0.214926639,0.215444815
609,19075,0.032348589,6.6722E-05,0.032434271,0.032271517,0.03233998
610,19076,0.856295944,0.001145852,0.857584468,0.854800655,0.856502708
611,19078,0.849033989,0.001154173,0.850311714,0.847515502,0.849274751
612,19079,0.264906969,0.00033653,0.265238712,0.264445566,0.265036628
613,19080,0.220213047,0.000340265,0.220659692,0.219834639,0.220144809
614,19081,0.317187304,0.000449643,0.317711283,0.3166133,0.317237329
615,19082,0.847307432,0.000923797,0.848184257,0.846030279,0.847707759
616,19083,0.842323074,0.000984684,0.843298362,0.840974608,0.842696253
617,19084,0.833560918,0.000801146,0.833935989,0.832447507,0.834299256
618,19085,0.662795445,0.000673637,0.663273638,0.66184278,0.663269917
619,19086,0.845398333,0.000921984,0.846156788,0.844100605,0.845937604
620,19087,0.803479566,0.000903088,0.804617718,0.802408683,0.803412298
621,19088,0.532264289,0.000482616,0.532782774,0.531620654,0.532389438
622,19089,0.620020806,0.000595849,0.620702356,0.61925088,0.620109181
623,19090,0.21407956,0.000441856,0.214674497,0.213616587,0.213947595
624,19091,0.843652907,0.001611701,0.845719202,0.84178658,0.84345294
625,19092,0.848707909,0.001914822,0.851285224,0.846699597,0.848138907
626,19093,0.127971485,0.00028999,0.128367524,0.127681236,0.127865696
627,19094,0.846991104,0.001872439,0.849435187,0.844886519,0.846651605
628,19095,0.847227982,0.001856829,0.849735706,0.845299425,0.846648815
629,19096,0.846835781,0.001883148,0.849306781,0.844740056,0.846460506
630,19097,0.433436291,0.0008696,0.434542421,0.432417756,0.433348696
631,19098,0.452869003,0.00095937,0.454090887,0.45174734,0.452768782
632,19100,0.849080402,0.001580486,0.851057705,0.847189193,0.848994307
633,19101,0.850315202,0.001497888,0.852247936,0.848597898,0.850099771
634,19102,0.848416355,0.001069681,0.849518705,0.846967993,0.848762368
635,19103,0.84846497,0.000855014,0.849289429,0.847286729,0.848818752
636,19104,0.006730967,5.09974E-05,0.006692925,0.006803051,0.006696925
637,19105,0.793466952,0.00071662,0.794040455,0.792456572,0.793903829
638,19106,0.755031339,0.000743273,0.75565959,0.75398738,0.755447045
639,19107,0.845448343,0.00081864,0.846087971,0.844292817,0.84596424
640,19108,0.846484882,0.000995069,0.847293308,0.845083133,0.847078206
641,19109,0.534493512,0.000505728,0.534892086,0.533779933,0.534808517
642,19110,0.748317093,0.000697531,0.748981959,0.747353559,0.748615762
643,19111,0.851595684,0.001029529,0.852602116,0.850181306,0.852003628
644,19112,0.189127736,0.000250048,0.189340626,0.188776762,0.189265821
645,19113,0.599037275,0.000667847,0.599591464,0.598097848,0.599422513
646,19114,0.656142944,0.00085574,0.65703886,0.654990402,0.656399571
647,19115,0.787058418,0.001021551,0.788310391,0.785808114,0.78705675
648,19117,0.847393339,0.000832037,0.848162231,0.84623751,0.847780276
649,19118,0.848700137,0.000937788,0.849527029,0.847388718,0.849184665
650,19119,0.753504037,0.00071835,0.754155871,0.752503305,0.753852935
651,19120,0.849742484,0.00071661,0.850072109,0.848747729,0.850407615
652,19121,0.086242404,0.00040957,0.086081793,0.085840761,0.086804658
654,19124,0.031118125,3.11791E-05,0.031074031,0.031140083,0.031140261
655,19125,0.823693197,0.00091175,0.82305647,0.823040548,0.824982574
656,19126,0.856907792,0.000827732,0.856370666,0.856275616,0.858077095
657,19127,0.278421074,0.001229077,0.277693055,0.277418177,0.280151991
658,19128,0.050362886,7.35543E-05,0.050343173,0.05028429,0.050461196
659,19129,0.441536449,0.000780829,0.440534183,0.442439002,0.44163616
660,19130,0.847410573,0.001272025,0.845946916,0.847236667,0.849048136
661,19131,0.591330742,0.000990948,0.59012922,0.591306821,0.592556184